"Method","Error","Outcome"
"Cross-sectional ANOVA (Fixed)",0.0108211377412441,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0107503873158699,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0106850441867538,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0106472210022049,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0106527199245162,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0107142697269566,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0108370228644698,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0110078964023702,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0112097060970794,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.0114369082586692,"Head
Ad
Ab"
"Cross-sectional ANOVA (Fixed)",0.011657124973527,"Head
Ad
Ab"
"STW",0.00613385569821115,"Head
Int
Ext"
"STW",0.00619053521171657,"Head
Int
Ext"
"STW",0.00632539366973762,"Head
Int
Ext"
"STW",0.0065306742382734,"Head
Int
Ext"
"STW",0.00675284549514121,"Head
Int
Ext"
"STW",0.0069326589793493,"Head
Int
Ext"
"STW",0.00700358574972324,"Head
Int
Ext"
"STW",0.00691162238146068,"Head
Int
Ext"
"STW",0.00664695910368315,"Head
Int
Ext"
"STW",0.00624979923074771,"Head
Int
Ext"
"STW",0.00579523354896063,"Head
Int
Ext"
"STW",0.00538121564011663,"Head
Int
Ext"
"STW",0.00511348837955664,"Head
Int
Ext"
"STW",0.00505570193945511,"Head
Int
Ext"
"STW",0.00520926924802748,"Head
Int
Ext"
"STW",0.00551513119626703,"Head
Int
Ext"
"STW",0.00587915689892059,"Head
Int
Ext"
"STW",0.00621569069891232,"Head
Int
Ext"
"STW",0.00646688362389859,"Head
Int
Ext"
"STW",0.006614641219392,"Head
Int
Ext"
"STW",0.00667320625014297,"Head
Int
Ext"
"STW",0.00666566333576097,"Head
Int
Ext"
"STW",0.00661576914728497,"Head
Int
Ext"
"STW",0.00654220213520481,"Head
Int
Ext"
"STW",0.0064562618052521,"Head
Int
Ext"
"STW",0.00636017941680993,"Head
Int
Ext"
"STW",0.00625154001343807,"Head
Int
Ext"
"STW",0.00612218343661822,"Head
Int
Ext"
"STW",0.00596469212811395,"Head
Int
Ext"
"STW",0.00577895610860372,"Head
Int
Ext"
"STW",0.00557219731310894,"Head
Int
Ext"
"STW",0.00535579977700545,"Head
Int
Ext"
"STW",0.00514697039016923,"Head
Int
Ext"
"STW",0.0049643057228265,"Head
Int
Ext"
"STW",0.00482275737764575,"Head
Int
Ext"
"STW",0.00473068345407637,"Head
Int
Ext"
"STW",0.00468993520147227,"Head
Int
Ext"
"STW",0.00469633208270725,"Head
Int
Ext"
"STW",0.00474170339651481,"Head
Int
Ext"
"STW",0.00481796224427173,"Head
Int
Ext"
"STW",0.00491580974165203,"Head
Int
Ext"
"STW",0.00502271137382384,"Head
Int
Ext"
"STW",0.00512819541147136,"Head
Int
Ext"
"STW",0.00522348289247702,"Head
Int
Ext"
"STW",0.0053047871290394,"Head
Int
Ext"
"STW",0.00537840157291433,"Head
Int
Ext"
"STW",0.00545881578300206,"Head
Int
Ext"
"STW",0.00556434664042233,"Head
Int
Ext"
"STW",0.00571646469495056,"Head
Int
Ext"
"STW",0.00593050933155665,"Head
Int
Ext"
"STW",0.00621805696632113,"Head
Int
Ext"
"STW",0.00657791038066165,"Head
Int
Ext"
"STW",0.00699288837489549,"Head
Int
Ext"
"STW",0.00742202757525909,"Head
Int
Ext"
"STW",0.00780347435788386,"Head
Int
Ext"
"STW",0.00806463229057503,"Head
Int
Ext"
"STW",0.00814466573087572,"Head
Int
Ext"
"STW",0.0080130929162346,"Head
Int
Ext"
"STW",0.00767655018136084,"Head
Int
Ext"
"STW",0.00719987021130101,"Head
Int
Ext"
"STW",0.00668323617492959,"Head
Int
Ext"
"STW",0.00624770088285872,"Head
Int
Ext"
"STW",0.00599795932383474,"Head
Int
Ext"
"STW",0.00597570923442646,"Head
Int
Ext"
"STW",0.00615652877623949,"Head
Int
Ext"
"STW",0.00647456187807168,"Head
Int
Ext"
"STW",0.00685441186556756,"Head
Int
Ext"
"STW",0.00724082181038267,"Head
Int
Ext"
"STW",0.00760593000054125,"Head
Int
Ext"
"STW",0.00794007560752119,"Head
Int
Ext"
"STW",0.0082414624882865,"Head
Int
Ext"
"STW",0.00850732261685206,"Head
Int
Ext"
"STW",0.00873057810119319,"Head
Int
Ext"
"STW",0.00890384656806633,"Head
Int
Ext"
"STW",0.00902645061871,"Head
Int
Ext"
"STW",0.00910570713884012,"Head
Int
Ext"
"STW",0.00915713897646131,"Head
Int
Ext"
"STW",0.0092032561857702,"Head
Int
Ext"
"STW",0.00926477066933484,"Head
Int
Ext"
"STW",0.00935066648198206,"Head
Int
Ext"
"STW",0.00945984890416754,"Head
Int
Ext"
"STW",0.00958333986757234,"Head
Int
Ext"
"STW",0.00970756953374997,"Head
Int
Ext"
"STW",0.00981953916643919,"Head
Int
Ext"
"STW",0.00991088060030384,"Head
Int
Ext"
"STW",0.00997414532336594,"Head
Int
Ext"
"STW",0.0100054796163104,"Head
Int
Ext"
"STW",0.0100031741010334,"Head
Int
Ext"
"STW",0.00996478538334476,"Head
Int
Ext"
"STW",0.00989510525173734,"Head
Int
Ext"
"STW",0.0098029364339967,"Head
Int
Ext"
"STW",0.00970556436533476,"Head
Int
Ext"
"STW",0.00962164765324224,"Head
Int
Ext"
"STW",0.0095722080257726,"Head
Int
Ext"
"STW",0.00957754758707484,"Head
Int
Ext"
"STW",0.00965226091536877,"Head
Int
Ext"
"STW",0.00980046396020332,"Head
Int
Ext"
"STW",0.0100131490276409,"Head
Int
Ext"
"STW",0.0102694629572044,"Head
Int
Ext"
"STW",0.0105616140857245,"Head
Int
Ext"
"STW",0.010878838863215,"Head
Int
Ext"
"CS",0.00760342529255948,"Head
Int
Ext"
"CS",0.00767368427286139,"Head
Int
Ext"
"CS",0.00784085256976101,"Head
Int
Ext"
"CS",0.0080953149411917,"Head
Int
Ext"
"CS",0.00837071472833959,"Head
Int
Ext"
"CS",0.00859360852649397,"Head
Int
Ext"
"CS",0.00868152816891817,"Head
Int
Ext"
"CS",0.0085675319103515,"Head
Int
Ext"
"CS",0.00823945972227221,"Head
Int
Ext"
"CS",0.00774714696311318,"Head
Int
Ext"
"CS",0.00718367492004229,"Head
Int
Ext"
"CS",0.00667046522053991,"Head
Int
Ext"
"CS",0.00633859497049283,"Head
Int
Ext"
"CS",0.00626696386242174,"Head
Int
Ext"
"CS",0.00645732333870873,"Head
Int
Ext"
"CS",0.00683646471203393,"Head
Int
Ext"
"CS",0.00728770490596194,"Head
Int
Ext"
"CS",0.00770486659549927,"Head
Int
Ext"
"CS",0.00801624115879782,"Head
Int
Ext"
"CS",0.00819939901154282,"Head
Int
Ext"
"CS",0.00827199524756914,"Head
Int
Ext"
"CS",0.00826264517663192,"Head
Int
Ext"
"CS",0.00820079717214559,"Head
Int
Ext"
"CS",0.00810960473009624,"Head
Int
Ext"
"CS",0.00800307452941788,"Head
Int
Ext"
"CS",0.00788397240209259,"Head
Int
Ext"
"CS",0.00774930480832743,"Head
Int
Ext"
"CS",0.00758895655163249,"Head
Int
Ext"
"CS",0.00739373295047557,"Head
Int
Ext"
"CS",0.00716349767628372,"Head
Int
Ext"
"CS",0.00690720291937593,"Head
Int
Ext"
"CS",0.00663896014024924,"Head
Int
Ext"
"CS",0.00638009871281021,"Head
Int
Ext"
"CS",0.00615367063559901,"Head
Int
Ext"
"CS",0.00597820966604917,"Head
Int
Ext"
"CS",0.00586407636493991,"Head
Int
Ext"
"CS",0.00581356551014982,"Head
Int
Ext"
"CS",0.00582149497751281,"Head
Int
Ext"
"CS",0.00587773650193092,"Head
Int
Ext"
"CS",0.00597226569863483,"Head
Int
Ext"
"CS",0.00609355582558995,"Head
Int
Ext"
"CS",0.00622606930711618,"Head
Int
Ext"
"CS",0.00635682556211937,"Head
Int
Ext"
"CS",0.00647494233544312,"Head
Int
Ext"
"CS",0.00657572571204546,"Head
Int
Ext"
"CS",0.00666697694976886,"Head
Int
Ext"
"CS",0.00676665706435084,"Head
Int
Ext"
"CS",0.00689747135633802,"Head
Int
Ext"
"CS",0.00708603436143825,"Head
Int
Ext"
"CS",0.0073513605255729,"Head
Int
Ext"
"CS",0.00770779978116545,"Head
Int
Ext"
"CS",0.00815386807602739,"Head
Int
Ext"
"CS",0.00866826788138415,"Head
Int
Ext"
"CS",0.00920022168182552,"Head
Int
Ext"
"CS",0.0096730567561267,"Head
Int
Ext"
"CS",0.0099967837768595,"Head
Int
Ext"
"CS",0.0100959918955576,"Head
Int
Ext"
"CS",0.00993289642740803,"Head
Int
Ext"
"CS",0.00951572366231176,"Head
Int
Ext"
"CS",0.00892483911609622,"Head
Int
Ext"
"CS",0.00828442817517775,"Head
Int
Ext"
"CS",0.0077445458860546,"Head
Int
Ext"
"CS",0.00743497041184203,"Head
Int
Ext"
"CS",0.00740738957183521,"Head
Int
Ext"
"CS",0.0076315304622205,"Head
Int
Ext"
"CS",0.00802575899469891,"Head
Int
Ext"
"CS",0.00849661470835232,"Head
Int
Ext"
"CS",0.00897560203577802,"Head
Int
Ext"
"CS",0.0094281840631709,"Head
Int
Ext"
"CS",0.00984238538849326,"Head
Int
Ext"
"CS",0.0102159795427662,"Head
Int
Ext"
"CS",0.0105455353271259,"Head
Int
Ext"
"CS",0.0108222791046047,"Head
Int
Ext"
"CS",0.0110370598083293,"Head
Int
Ext"
"CS",0.0111890377461116,"Head
Int
Ext"
"CS",0.0112872828075285,"Head
Int
Ext"
"CS",0.0113510368562379,"Head
Int
Ext"
"CS",0.0114082029802853,"Head
Int
Ext"
"CS",0.011484455308848,"Head
Int
Ext"
"CS",0.0115909303266089,"Head
Int
Ext"
"CS",0.0117262710374634,"Head
Int
Ext"
"CS",0.0118793483775081,"Head
Int
Ext"
"CS",0.0120333414012077,"Head
Int
Ext"
"CS",0.0121721370917195,"Head
Int
Ext"
"CS",0.0122853624107937,"Head
Int
Ext"
"CS",0.0123637843070714,"Head
Int
Ext"
"CS",0.0124026257743771,"Head
Int
Ext"
"CS",0.0123997678960794,"Head
Int
Ext"
"CS",0.0123521818814426,"Head
Int
Ext"
"CS",0.0122658075516294,"Head
Int
Ext"
"CS",0.012151556621311,"Head
Int
Ext"
"CS",0.0120308558278686,"Head
Int
Ext"
"CS",0.0119268340701619,"Head
Int
Ext"
"CS",0.0118655495319286,"Head
Int
Ext"
"CS",0.0118721683631432,"Head
Int
Ext"
"CS",0.0119647817596798,"Head
Int
Ext"
"CS",0.0121484917839997,"Head
Int
Ext"
"CS",0.0124121326488507,"Head
Int
Ext"
"CS",0.0127298551240353,"Head
Int
Ext"
"CS",0.0130920007937643,"Head
Int
Ext"
"CS",0.0134852273408643,"Head
Int
Ext"
"Nested ANOVA",0.00760342529256139,"Head
Int
Ext"
"Nested ANOVA",0.00767368427286074,"Head
Int
Ext"
"Nested ANOVA",0.00784085256976214,"Head
Int
Ext"
"Nested ANOVA",0.00809531494119194,"Head
Int
Ext"
"Nested ANOVA",0.00837071472833969,"Head
Int
Ext"
"Nested ANOVA",0.00859360852649425,"Head
Int
Ext"
"Nested ANOVA",0.00868152816891687,"Head
Int
Ext"
"Nested ANOVA",0.00856753191034791,"Head
Int
Ext"
"Nested ANOVA",0.00823945972227313,"Head
Int
Ext"
"Nested ANOVA",0.00774714696311414,"Head
Int
Ext"
"Nested ANOVA",0.007183674920042,"Head
Int
Ext"
"Nested ANOVA",0.00667046522054206,"Head
Int
Ext"
"Nested ANOVA",0.00633859497048782,"Head
Int
Ext"
"Nested ANOVA",0.00626696386242388,"Head
Int
Ext"
"Nested ANOVA",0.00645732333871552,"Head
Int
Ext"
"Nested ANOVA",0.00683646471203381,"Head
Int
Ext"
"Nested ANOVA",0.00728770490596297,"Head
Int
Ext"
"Nested ANOVA",0.00770486659550192,"Head
Int
Ext"
"Nested ANOVA",0.00801624115879825,"Head
Int
Ext"
"Nested ANOVA",0.00819939901153964,"Head
Int
Ext"
"Nested ANOVA",0.00827199524756936,"Head
Int
Ext"
"Nested ANOVA",0.00826264517663213,"Head
Int
Ext"
"Nested ANOVA",0.00820079717214597,"Head
Int
Ext"
"Nested ANOVA",0.00810960473009774,"Head
Int
Ext"
"Nested ANOVA",0.00800307452941477,"Head
Int
Ext"
"Nested ANOVA",0.00788397240209274,"Head
Int
Ext"
"Nested ANOVA",0.00774930480832725,"Head
Int
Ext"
"Nested ANOVA",0.0075889565516327,"Head
Int
Ext"
"Nested ANOVA",0.00739373295047542,"Head
Int
Ext"
"Nested ANOVA",0.00716349767628416,"Head
Int
Ext"
"Nested ANOVA",0.00690720291937703,"Head
Int
Ext"
"Nested ANOVA",0.00663896014024859,"Head
Int
Ext"
"Nested ANOVA",0.00638009871280921,"Head
Int
Ext"
"Nested ANOVA",0.00615367063559982,"Head
Int
Ext"
"Nested ANOVA",0.00597820966604833,"Head
Int
Ext"
"Nested ANOVA",0.005864076364939,"Head
Int
Ext"
"Nested ANOVA",0.00581356551014911,"Head
Int
Ext"
"Nested ANOVA",0.00582149497751563,"Head
Int
Ext"
"Nested ANOVA",0.00587773650193167,"Head
Int
Ext"
"Nested ANOVA",0.00597226569863692,"Head
Int
Ext"
"Nested ANOVA",0.00609355582559101,"Head
Int
Ext"
"Nested ANOVA",0.00622606930711567,"Head
Int
Ext"
"Nested ANOVA",0.00635682556212171,"Head
Int
Ext"
"Nested ANOVA",0.00647494233544528,"Head
Int
Ext"
"Nested ANOVA",0.00657572571204389,"Head
Int
Ext"
"Nested ANOVA",0.00666697694976879,"Head
Int
Ext"
"Nested ANOVA",0.00676665706434851,"Head
Int
Ext"
"Nested ANOVA",0.00689747135633928,"Head
Int
Ext"
"Nested ANOVA",0.0070860343614386,"Head
Int
Ext"
"Nested ANOVA",0.00735136052557306,"Head
Int
Ext"
"Nested ANOVA",0.00770779978116599,"Head
Int
Ext"
"Nested ANOVA",0.00815386807602742,"Head
Int
Ext"
"Nested ANOVA",0.00866826788138372,"Head
Int
Ext"
"Nested ANOVA",0.00920022168182499,"Head
Int
Ext"
"Nested ANOVA",0.00967305675612764,"Head
Int
Ext"
"Nested ANOVA",0.00999678377686001,"Head
Int
Ext"
"Nested ANOVA",0.0100959918955584,"Head
Int
Ext"
"Nested ANOVA",0.00993289642741119,"Head
Int
Ext"
"Nested ANOVA",0.0095157236623141,"Head
Int
Ext"
"Nested ANOVA",0.00892483911609456,"Head
Int
Ext"
"Nested ANOVA",0.00828442817517876,"Head
Int
Ext"
"Nested ANOVA",0.00774454588605529,"Head
Int
Ext"
"Nested ANOVA",0.00743497041184501,"Head
Int
Ext"
"Nested ANOVA",0.00740738957183296,"Head
Int
Ext"
"Nested ANOVA",0.00763153046222089,"Head
Int
Ext"
"Nested ANOVA",0.008025758994695,"Head
Int
Ext"
"Nested ANOVA",0.00849661470835492,"Head
Int
Ext"
"Nested ANOVA",0.00897560203577792,"Head
Int
Ext"
"Nested ANOVA",0.00942818406317109,"Head
Int
Ext"
"Nested ANOVA",0.00984238538849319,"Head
Int
Ext"
"Nested ANOVA",0.0102159795427662,"Head
Int
Ext"
"Nested ANOVA",0.0105455353271263,"Head
Int
Ext"
"Nested ANOVA",0.0108222791046043,"Head
Int
Ext"
"Nested ANOVA",0.0110370598083291,"Head
Int
Ext"
"Nested ANOVA",0.0111890377461124,"Head
Int
Ext"
"Nested ANOVA",0.0112872828075284,"Head
Int
Ext"
"Nested ANOVA",0.0113510368562379,"Head
Int
Ext"
"Nested ANOVA",0.0114082029802834,"Head
Int
Ext"
"Nested ANOVA",0.0114844553088472,"Head
Int
Ext"
"Nested ANOVA",0.0115909303266093,"Head
Int
Ext"
"Nested ANOVA",0.0117262710374632,"Head
Int
Ext"
"Nested ANOVA",0.0118793483775075,"Head
Int
Ext"
"Nested ANOVA",0.0120333414012083,"Head
Int
Ext"
"Nested ANOVA",0.0121721370917198,"Head
Int
Ext"
"Nested ANOVA",0.0122853624107938,"Head
Int
Ext"
"Nested ANOVA",0.0123637843070721,"Head
Int
Ext"
"Nested ANOVA",0.0124026257743771,"Head
Int
Ext"
"Nested ANOVA",0.0123997678960803,"Head
Int
Ext"
"Nested ANOVA",0.0123521818814431,"Head
Int
Ext"
"Nested ANOVA",0.012265807551629,"Head
Int
Ext"
"Nested ANOVA",0.0121515566213103,"Head
Int
Ext"
"Nested ANOVA",0.0120308558278681,"Head
Int
Ext"
"Nested ANOVA",0.0119268340701646,"Head
Int
Ext"
"Nested ANOVA",0.0118655495319299,"Head
Int
Ext"
"Nested ANOVA",0.0118721683631421,"Head
Int
Ext"
"Nested ANOVA",0.0119647817596808,"Head
Int
Ext"
"Nested ANOVA",0.0121484917840002,"Head
Int
Ext"
"Nested ANOVA",0.0124121326488492,"Head
Int
Ext"
"Nested ANOVA",0.0127298551240353,"Head
Int
Ext"
"Nested ANOVA",0.0130920007937635,"Head
Int
Ext"
"Nested ANOVA",0.0134852273408652,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00750081447332768,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00760898120866488,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00769398662874946,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00774742127406766,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.007775542931839,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00778878668497336,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00777226032096566,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00770921864615845,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00760627485673865,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00750041588804805,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0074477151271373,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00751535915590238,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00777888162136737,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00828556886255383,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0090176182103411,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00989858554023999,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0108195356328255,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0116669604709191,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0123544559519207,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0128436122144649,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0131411540163401,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0132597712900597,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0132281943101136,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0130748639479259,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0128192166427013,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.012476451819341,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0120569523900845,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.011565418901199,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0110125495721254,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0104202393528176,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00981396049629892,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00922011460883512,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00866970688551948,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0081923466679854,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00780707787041261,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00752265782781911,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00733826646622959,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00724662075321165,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00724170907473235,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00732049651246033,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00747665019372408,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00769402344441816,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00795245942832585,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00822900063392717,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00850523674750179,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00877723343763618,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00904972249462816,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00933073728823116,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00962895504038279,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00994365114559744,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.010277573319837,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0106239228109166,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0109657874837341,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0112746276543664,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0115030001418034,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0115845348288614,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0114641585090631,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0111184510035879,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0105703942689197,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00990273055230412,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00923358482727705,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00869267762988202,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00838843531194306,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00836615637122474,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00859962928695084,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00902225695639554,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.00954251904515226,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0100763453792306,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0105610217732488,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0109587229971525,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0112566447393484,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0114558729104433,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0115716354817392,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0116207103103854,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0116237842286962,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0116037167661003,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0115831211879762,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.011585917341062,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0116291180855071,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0117116924172725,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0118198445127213,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0119348161789817,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0120405891145295,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0121264567842698,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0121930327966168,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.012246047598298,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0122921003005732,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0123365338614062,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0123761040454312,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0124085131764212,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.012430048250871,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0124397147294303,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0124345813012456,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0124174913507267,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.012396347580405,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0123823782508287,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0123862055647378,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0124285951446637,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0125194264231545,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.012685122049386,"Head
Int
Ext"
"Cross-sectional ANOVA (Random)",0.0129573388453904,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00750081447332768,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00760898120866488,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00769398662874946,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00774742127406766,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.007775542931839,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00778878668497336,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00777226032096566,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00770921864615845,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00760627485673865,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00750041588804805,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0074477151271373,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00751535915590238,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00777888162136737,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00828556886255383,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0090176182103411,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00989858554023999,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0108195356328255,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0116669604709191,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0123544559519207,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0128436122144649,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0131411540163401,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0132597712900597,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0132281943101136,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0130748639479259,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0128192166427013,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.012476451819341,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0120569523900845,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.011565418901199,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0110125495721254,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0104202393528176,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00981396049629892,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00922011460883512,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.00866970688551948,"Head
Int
Ext"
"Cross-sectional ANOVA (Fixed)",0.0081923466679854,"Head
Int
Ext"
